timestamp,source,screen_state
2021-06-16 17:24:56.348000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 17:24:57.522000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 17:25:45.756000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 18:16:19.054000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 18:16:20.292000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 18:18:12.380000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 18:35:57.365000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 18:35:57.978000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 18:36:16.488000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 18:40:07.679000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 18:40:09.192000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 18:40:20.183000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-16 18:40:20.183000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 19:09:53.038000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 19:09:53.585000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 19:10:42.856000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 19:13:27.224000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 19:13:28.185000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 19:15:52.820000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-16 19:15:52.820000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 19:30:00.858000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 19:30:02.557000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 19:30:38.898000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-16 19:30:38.898000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 19:39:09.109000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 19:39:10.107000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 19:41:56.867000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 19:41:56.867000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-16 19:42:02.024000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 19:42:07.805000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-16 19:42:07.805000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 20:04:46.345000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 20:04:47.341000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 20:05:39.499000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 21:16:24.264000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 21:16:24.832000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 21:17:09.916000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-16 21:17:09.916000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 21:46:38.865000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 21:46:39.671000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 21:46:55.593000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 22:50:33.445000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 22:50:39.046000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-16 22:57:55.638000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-16 22:57:56.331000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-16 22:58:28.877000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-17 04:11:45.430000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-17 04:11:50.662000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-17 04:11:50.662000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-17 05:37:45.656000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-17 05:37:50.896000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-17 05:37:50.896000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-17 07:25:42.569000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-17 07:25:47.770000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-17 07:25:47.770000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-17 07:27:58.607000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-17 07:28:00.547000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-17 07:28:14.896000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-17 07:28:14.896000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-17 08:29:20.437000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-17 08:29:21.259000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-17 08:31:45.164000+02:00,Nicolas_test.samsung.SM-G398FN,Locked
2021-06-17 08:31:45.164000+02:00,Nicolas_test.samsung.SM-G398FN,Off
2021-06-17 09:09:09.477000+02:00,Nicolas_test.samsung.SM-G398FN,On
2021-06-17 09:09:10.433000+02:00,Nicolas_test.samsung.SM-G398FN,Unlocked
2021-06-17 09:09:30.013000+02:00,Nicolas_test.samsung.SM-G398FN,Off
